date_vente;region;magasin;type_produit;Sexe_Client;remise;image_produit;prix_vente;profit;Âge_Client;saison;Alerte_Produit;marge_moyenne
2021-08-19;Île-de-France;Bordeaux Centre;Lunettes de vue;Homme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;165.38;56.06;55;Été;✅ OK;0.34
2021-03-18;Île-de-France;Bordeaux Centre;Lunettes de vue;Femme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;251.01;56.78;28;Printemps;✅ OK;0.23
2023-04-26;Île-de-France;Paris République;Lunettes de vue;Homme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;89.42;37.91;48;Printemps;✅ OK;0.42
2024-12-06;Auvergne-Rhône-Alpes;Paris République;Lunettes de soleil;Femme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;157.22;35.19;19;Hiver;✅ OK;0.22
2022-09-02;Occitanie;Lyon Part-Dieu;Lunettes de vue;Homme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;272.23;107.9;41;Automne;✅ OK;0.4
2021-11-06;Île-de-France;Paris République;Lunettes de soleil;Homme;0.2;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;275.38;64.53;50;Automne;✅ OK;0.23
2023-02-01;Provence-Alpes-Côte d'Azur;Bordeaux Centre;Lunettes de vue;Femme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;296.59;67.12;40;Hiver;✅ OK;0.23
2023-08-06;Occitanie;Toulouse Jean Jaurès;Accessoires;Homme;0.3;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;84.29;27.32;49;Été;⚠️ À vérifier;0.32
2022-04-06;Provence-Alpes-Côte d'Azur;Lyon Part-Dieu;Lunettes de vue;Homme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;76.54;14.58;55;Printemps;✅ OK;0.19
2023-11-10;Provence-Alpes-Côte d'Azur;Paris République;Accessoires;Homme;0.0;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;207.77;54.52;53;Automne;✅ OK;0.26
2024-11-24;Île-de-France;Lyon Part-Dieu;Lunettes de soleil;Femme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;71.93;21.68;24;Automne;✅ OK;0.3
2024-08-02;Occitanie;Lyon Part-Dieu;Lunettes de soleil;Femme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;181.36;75.7;54;Été;✅ OK;0.42
2022-03-02;Nouvelle-Aquitaine;Lyon Part-Dieu;Lunettes de vue;Homme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;334.53;88.63;51;Printemps;✅ OK;0.26
2022-04-23;Auvergne-Rhône-Alpes;Paris République;Lunettes de vue;Femme;0.3;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;214.05;34.95;19;Printemps;✅ OK;0.16
2022-06-27;Nouvelle-Aquitaine;Marseille Prado;Accessoires;Homme;0.15;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;70.43;27.86;23;Été;✅ OK;0.4
2022-07-31;Auvergne-Rhône-Alpes;Paris République;Lunettes de soleil;Homme;0.2;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;60.95;20.41;25;Été;✅ OK;0.33
2021-05-27;Occitanie;Paris République;Lunettes de soleil;Homme;0.15;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;159.29;56.4;34;Printemps;✅ OK;0.35
2024-01-18;Île-de-France;Paris République;Accessoires;Femme;0.1;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;90.9;16.09;20;Hiver;✅ OK;0.18
2022-06-18;Occitanie;Paris République;Lunettes de vue;Femme;0.1;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;156.26;31.74;22;Été;✅ OK;0.2
2024-07-08;Nouvelle-Aquitaine;Paris République;Lunettes de vue;Homme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;225.67;70.93;19;Été;✅ OK;0.31
2024-09-15;Provence-Alpes-Côte d'Azur;Lyon Part-Dieu;Lunettes de soleil;Homme;0.2;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;131.2;27.62;30;Automne;✅ OK;0.21
2021-02-05;Auvergne-Rhône-Alpes;Lyon Part-Dieu;Lunettes de soleil;Femme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;154.98;61.29;20;Hiver;✅ OK;0.4
2024-12-14;Auvergne-Rhône-Alpes;Paris République;Lunettes enfant;Femme;0.1;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;83.08;13.07;29;Hiver;✅ OK;0.16
2023-11-03;Nouvelle-Aquitaine;Toulouse Jean Jaurès;Accessoires;Homme;0.15;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;274.66;108.58;42;Automne;✅ OK;0.4
2023-01-30;Île-de-France;Toulouse Jean Jaurès;Lunettes de vue;Femme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;301.36;87.2;54;Hiver;✅ OK;0.29
2022-07-23;Occitanie;Marseille Prado;Lunettes de soleil;Femme;0.2;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;140.41;45.89;31;Été;✅ OK;0.33
2023-01-28;Nouvelle-Aquitaine;Toulouse Jean Jaurès;Lunettes de soleil;Homme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;225.98;47.38;26;Hiver;✅ OK;0.21
2022-04-19;Occitanie;Bordeaux Centre;Lunettes enfant;Homme;0.3;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;145.65;38.82;45;Printemps;✅ OK;0.27
2023-06-29;Île-de-France;Bordeaux Centre;Lunettes de vue;Femme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;130.46;42.09;48;Été;✅ OK;0.32
2021-05-16;Provence-Alpes-Côte d'Azur;Toulouse Jean Jaurès;Lunettes de soleil;Femme;0.15;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;114.36;22.64;19;Printemps;✅ OK;0.2
2023-06-26;Occitanie;Paris République;Lunettes de vue;Femme;0.1;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;188.86;50.43;57;Été;✅ OK;0.27
2022-02-07;Île-de-France;Toulouse Jean Jaurès;Lunettes de soleil;Femme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;188.59;66.51;34;Hiver;✅ OK;0.35
2021-01-26;Nouvelle-Aquitaine;Bordeaux Centre;Lunettes de vue;Femme;0.3;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;128.55;54.11;31;Hiver;✅ OK;0.42
2023-03-18;Provence-Alpes-Côte d'Azur;Toulouse Jean Jaurès;Accessoires;Enfant;0.0;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;304.47;69.15;10;Printemps;✅ OK;0.23
2023-04-25;Provence-Alpes-Côte d'Azur;Lyon Part-Dieu;Lunettes de soleil;Femme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;68.91;26.03;18;Printemps;✅ OK;0.38
2022-09-15;Provence-Alpes-Côte d'Azur;Marseille Prado;Lunettes de soleil;Femme;0.15;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;288.26;54.31;26;Automne;✅ OK;0.19
2021-04-16;Auvergne-Rhône-Alpes;Lyon Part-Dieu;Accessoires;Femme;0.4;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;174.99;36.13;41;Printemps;✅ OK;0.21
2024-07-28;Île-de-France;Lyon Part-Dieu;Lunettes de soleil;Enfant;0.15;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;272.48;107.16;12;Été;✅ OK;0.39
2023-06-12;Occitanie;Marseille Prado;Lunettes de soleil;Enfant;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;251.39;102.73;10;Été;✅ OK;0.41
2021-06-18;Nouvelle-Aquitaine;Paris République;Lunettes de vue;Femme;0.1;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;134.56;42.07;28;Été;✅ OK;0.31
2023-01-16;Provence-Alpes-Côte d'Azur;Marseille Prado;Lunettes de soleil;Homme;0.3;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;151.22;30.24;59;Hiver;✅ OK;0.2
2022-12-27;Provence-Alpes-Côte d'Azur;Paris République;Lunettes de vue;Femme;0.2;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;155.95;32.03;53;Hiver;✅ OK;0.21
2021-03-30;Provence-Alpes-Côte d'Azur;Bordeaux Centre;Lunettes enfant;Femme;0.0;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;119.58;51.89;43;Printemps;✅ OK;0.43
2023-06-06;Île-de-France;Toulouse Jean Jaurès;Lunettes enfant;Homme;0.15;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;292.28;92.54;40;Été;✅ OK;0.32
2024-03-26;Nouvelle-Aquitaine;Bordeaux Centre;Lunettes de vue;Homme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;154.6;37.67;56;Printemps;✅ OK;0.24
2023-12-30;Île-de-France;Bordeaux Centre;Lunettes enfant;Femme;0.0;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;81.7;26.68;50;Hiver;✅ OK;0.33
2021-10-24;Nouvelle-Aquitaine;Bordeaux Centre;Lunettes de soleil;Homme;0.4;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;124.07;28.91;53;Automne;⚠️ À vérifier;0.23
2024-06-12;Occitanie;Toulouse Jean Jaurès;Lunettes de soleil;Homme;0.15;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;85.06;31.65;49;Été;✅ OK;0.37
2022-05-16;Auvergne-Rhône-Alpes;Paris République;Lunettes de soleil;Enfant;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;301.74;60.88;14;Printemps;✅ OK;0.2
2024-10-13;Nouvelle-Aquitaine;Marseille Prado;Lunettes de soleil;Femme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;71.33;16.53;54;Automne;✅ OK;0.23
2021-04-15;Île-de-France;Paris République;Accessoires;Femme;0.15;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;71.65;26.2;41;Printemps;✅ OK;0.37
2022-12-11;Île-de-France;Paris République;Accessoires;Femme;0.3;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;203.89;33.64;40;Hiver;✅ OK;0.16
2023-05-22;Île-de-France;Lyon Part-Dieu;Lunettes de soleil;Femme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;105.57;47.35;47;Printemps;✅ OK;0.45
2021-12-28;Auvergne-Rhône-Alpes;Toulouse Jean Jaurès;Lunettes de soleil;Femme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;227.74;56.93;45;Hiver;✅ OK;0.25
2024-02-01;Nouvelle-Aquitaine;Paris République;Lunettes de vue;Homme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;244.93;87.99;43;Hiver;✅ OK;0.36
2023-07-05;Nouvelle-Aquitaine;Paris République;Lunettes de vue;Femme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;296.33;51.81;52;Été;✅ OK;0.17
2021-01-27;Nouvelle-Aquitaine;Bordeaux Centre;Lunettes de soleil;Homme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;127.1;40.69;39;Hiver;✅ OK;0.32
2023-06-08;Nouvelle-Aquitaine;Lyon Part-Dieu;Lunettes de vue;Enfant;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;152.84;47.49;6;Été;✅ OK;0.31
2022-12-19;Provence-Alpes-Côte d'Azur;Marseille Prado;Lunettes de soleil;Femme;0.15;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;75.18;17.22;51;Hiver;✅ OK;0.23
2021-10-14;Provence-Alpes-Côte d'Azur;Lyon Part-Dieu;Lunettes de soleil;Homme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;75.68;19.25;28;Automne;✅ OK;0.25
2024-12-24;Île-de-France;Bordeaux Centre;Lunettes de soleil;Homme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;184.64;74.72;40;Hiver;✅ OK;0.4
2024-08-02;Provence-Alpes-Côte d'Azur;Bordeaux Centre;Lunettes de soleil;Enfant;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;254.44;55.97;8;Été;✅ OK;0.22
2022-03-04;Nouvelle-Aquitaine;Bordeaux Centre;Lunettes enfant;Homme;0.0;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;255.39;91.15;26;Printemps;✅ OK;0.36
2023-03-01;Nouvelle-Aquitaine;Toulouse Jean Jaurès;Lunettes de vue;Femme;0.1;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;258.74;73.73;43;Printemps;✅ OK;0.28
2022-04-08;Provence-Alpes-Côte d'Azur;Bordeaux Centre;Lunettes de soleil;Femme;0.15;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;187.97;56.94;45;Printemps;✅ OK;0.3
2024-02-07;Occitanie;Paris République;Lunettes de vue;Femme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;292.13;76.13;50;Hiver;✅ OK;0.26
2024-09-20;Île-de-France;Toulouse Jean Jaurès;Lunettes de soleil;Femme;0.2;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;96.41;37.18;38;Automne;✅ OK;0.39
2022-06-08;Auvergne-Rhône-Alpes;Bordeaux Centre;Lunettes de soleil;Femme;0.15;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;210.43;31.87;44;Été;✅ OK;0.15
2024-03-22;Île-de-France;Toulouse Jean Jaurès;Lunettes de vue;Femme;0.2;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;230.34;46.86;47;Printemps;✅ OK;0.2
2022-12-29;Île-de-France;Paris République;Lunettes de vue;Homme;0.1;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;206.89;53.27;19;Hiver;✅ OK;0.26
2022-08-03;Île-de-France;Bordeaux Centre;Lunettes de vue;Enfant;0.3;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;190.87;40.52;9;Été;✅ OK;0.21
2024-10-02;Provence-Alpes-Côte d'Azur;Bordeaux Centre;Accessoires;Homme;0.2;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;87.72;27.53;32;Automne;✅ OK;0.31
2023-01-16;Île-de-France;Paris République;Lunettes de soleil;Femme;0.15;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;164.94;58.89;24;Hiver;✅ OK;0.36
2022-11-14;Nouvelle-Aquitaine;Bordeaux Centre;Lunettes de soleil;Homme;0.15;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;262.12;85.59;35;Automne;✅ OK;0.33
2023-09-09;Île-de-France;Paris République;Accessoires;Enfant;0.0;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;159.01;47.37;13;Automne;✅ OK;0.3
2022-01-17;Nouvelle-Aquitaine;Bordeaux Centre;Lunettes de vue;Homme;0.2;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;257.37;92.0;19;Hiver;✅ OK;0.36
2022-04-20;Provence-Alpes-Côte d'Azur;Bordeaux Centre;Accessoires;Homme;0.15;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;294.65;122.71;49;Printemps;✅ OK;0.42
2024-09-22;Provence-Alpes-Côte d'Azur;Lyon Part-Dieu;Lunettes de soleil;Femme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;109.04;38.84;46;Automne;✅ OK;0.36
2023-09-18;Île-de-France;Toulouse Jean Jaurès;Lunettes enfant;Homme;0.0;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;111.34;39.01;41;Automne;✅ OK;0.35
2024-04-21;Nouvelle-Aquitaine;Marseille Prado;Lunettes de vue;Homme;0.3;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;122.47;52.38;22;Printemps;✅ OK;0.43
2022-01-31;Nouvelle-Aquitaine;Lyon Part-Dieu;Lunettes de vue;Femme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;227.63;99.59;35;Hiver;✅ OK;0.44
2023-03-05;Nouvelle-Aquitaine;Lyon Part-Dieu;Lunettes de vue;Femme;0.1;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;255.26;54.13;36;Printemps;✅ OK;0.21
2024-11-19;Nouvelle-Aquitaine;Toulouse Jean Jaurès;Lunettes de soleil;Homme;0.2;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;71.1;17.67;41;Automne;✅ OK;0.25
2022-04-11;Auvergne-Rhône-Alpes;Lyon Part-Dieu;Lunettes de vue;Homme;0.1;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;259.96;39.92;34;Printemps;✅ OK;0.15
2021-08-23;Provence-Alpes-Côte d'Azur;Paris République;Lunettes enfant;Femme;0.0;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;115.78;29.7;21;Été;✅ OK;0.26
2023-01-16;Nouvelle-Aquitaine;Lyon Part-Dieu;Lunettes de vue;Enfant;0.1;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;84.43;31.01;9;Hiver;✅ OK;0.37
2022-07-21;Auvergne-Rhône-Alpes;Marseille Prado;Lunettes de vue;Femme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;238.78;105.7;58;Été;✅ OK;0.44
2021-08-21;Auvergne-Rhône-Alpes;Paris République;Lunettes de vue;Femme;0.4;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;54.96;8.46;35;Été;⚠️ À vérifier;0.15
2024-07-21;Provence-Alpes-Côte d'Azur;Toulouse Jean Jaurès;Lunettes de soleil;Femme;0.15;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;76.9;14.19;57;Été;✅ OK;0.18
2024-12-17;Occitanie;Toulouse Jean Jaurès;Accessoires;Femme;0.15;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;206.5;63.52;44;Hiver;✅ OK;0.31
2023-04-11;Île-de-France;Toulouse Jean Jaurès;Accessoires;Femme;0.1;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;239.09;43.68;58;Printemps;✅ OK;0.18
2024-02-06;Provence-Alpes-Côte d'Azur;Paris République;Lunettes de vue;Homme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;278.28;45.92;57;Hiver;✅ OK;0.17
2024-06-08;Occitanie;Toulouse Jean Jaurès;Lunettes de vue;Enfant;0.1;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;304.28;86.14;6;Été;✅ OK;0.28
2023-10-21;Île-de-France;Toulouse Jean Jaurès;Lunettes de soleil;Femme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;203.55;74.43;19;Automne;✅ OK;0.37
2021-03-06;Île-de-France;Marseille Prado;Lunettes de soleil;Homme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;250.28;62.72;34;Printemps;✅ OK;0.25
2021-08-19;Île-de-France;Bordeaux Centre;Lunettes de vue;Femme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;287.87;60.86;51;Été;✅ OK;0.21
2021-04-14;Auvergne-Rhône-Alpes;Bordeaux Centre;Lunettes enfant;Enfant;0.3;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;229.93;58.34;8;Printemps;✅ OK;0.25
2021-01-15;Nouvelle-Aquitaine;Bordeaux Centre;Lunettes de vue;Femme;0.3;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;53.33;10.09;22;Hiver;⚠️ À vérifier;0.19
2022-03-23;Île-de-France;Toulouse Jean Jaurès;Lunettes de soleil;Femme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;131.07;33.63;29;Printemps;✅ OK;0.26
2022-07-27;Nouvelle-Aquitaine;Paris République;Lunettes de vue;Femme;0.4;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;130.09;38.76;35;Été;✅ OK;0.3
2021-12-18;Île-de-France;Toulouse Jean Jaurès;Lunettes de soleil;Enfant;0.15;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;114.63;19.73;9;Hiver;✅ OK;0.17
2021-04-05;Auvergne-Rhône-Alpes;Bordeaux Centre;Lunettes de vue;Homme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;214.71;67.54;49;Printemps;✅ OK;0.31
2023-02-13;Île-de-France;Marseille Prado;Accessoires;Homme;0.15;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;221.13;66.95;34;Hiver;✅ OK;0.3
2022-02-04;Provence-Alpes-Côte d'Azur;Toulouse Jean Jaurès;Lunettes de soleil;Femme;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;285.49;78.02;54;Hiver;✅ OK;0.27
2024-03-08;Occitanie;Toulouse Jean Jaurès;Accessoires;Femme;0.0;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;304.06;102.33;38;Printemps;✅ OK;0.34
2021-01-12;Île-de-France;Toulouse Jean Jaurès;Lunettes de vue;Homme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;348.48;149.9;43;Hiver;✅ OK;0.43
2024-05-15;Occitanie;Paris République;Lunettes enfant;Homme;0.3;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;221.41;54.83;51;Printemps;✅ OK;0.25
2024-10-25;Occitanie;Marseille Prado;Lunettes de soleil;Femme;0.3;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;117.09;22.23;54;Automne;⚠️ À vérifier;0.19
2023-11-12;Auvergne-Rhône-Alpes;Marseille Prado;Lunettes enfant;Homme;0.1;https://images.unsplash.com/photo-1604525409136-d246b8f6a9f1?auto=format&fit=crop&w=640&q=80;136.2;50.65;55;Automne;✅ OK;0.37
2023-12-08;Occitanie;Marseille Prado;Lunettes de soleil;Enfant;0.0;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;154.54;34.78;7;Hiver;✅ OK;0.23
2024-09-25;Auvergne-Rhône-Alpes;Marseille Prado;Lunettes de soleil;Femme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;86.2;31.67;40;Automne;✅ OK;0.37
2021-11-02;Île-de-France;Bordeaux Centre;Lunettes de soleil;Enfant;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;230.08;53.64;6;Automne;✅ OK;0.23
2024-12-23;Nouvelle-Aquitaine;Toulouse Jean Jaurès;Accessoires;Homme;0.15;https://images.unsplash.com/photo-1589987601451-dc25de1c688c?auto=format&fit=crop&w=640&q=80;62.02;11.44;22;Hiver;✅ OK;0.18
2024-02-04;Auvergne-Rhône-Alpes;Marseille Prado;Lunettes de vue;Femme;0.0;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;151.9;68.35;58;Hiver;✅ OK;0.45
2023-11-27;Occitanie;Lyon Part-Dieu;Lunettes de vue;Homme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;242.06;74.81;56;Automne;✅ OK;0.31
2022-06-12;Occitanie;Lyon Part-Dieu;Lunettes de soleil;Homme;0.1;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;181.23;67.61;30;Été;✅ OK;0.37
2023-03-08;Île-de-France;Bordeaux Centre;Lunettes de vue;Homme;0.15;https://images.unsplash.com/photo-1604066867775-43f48e3957d7?auto=format&fit=crop&w=640&q=80;157.78;42.21;40;Printemps;✅ OK;0.27
2023-08-13;Auvergne-Rhône-Alpes;Lyon Part-Dieu;Lunettes de soleil;Homme;0.15;https://images.unsplash.com/photo-1516822003754-cca485356ecb?auto=format&fit=crop&w=640&q=80;246.6;104.16;46;Été;✅ OK;0.42
